2023-05-21 15:00:12.579 [main] INFO  c.m.M.s.MedicalServiceApplication - Example log from MedicalServiceApplication
2023-05-23 20:16:04.023 [restartedMain] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.6.0"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Amazon.com Inc./17.0.3+6-LTS"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=null, streamFactoryFactory=null, commandListeners=[io.micrometer.core.instrument.binder.mongodb.MongoMetricsCommandListener@513c2070], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.Jep395RecordCodecProvider@4ee71087]}, clusterSettings={hosts=[localhost:27017], srvServiceName=mongodb, mode=SINGLE, requiredClusterType=UNKNOWN, requiredReplicaSetName='null', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='30000 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, sendBufferSize=0}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, sendBufferSize=0}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[io.micrometer.core.instrument.binder.mongodb.MongoMetricsConnectionPoolListener@1366b17b], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=false, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, contextProvider=null}
2023-05-23 20:16:04.244 [cluster-rtt-ClusterId{value='646d02e301574660d58ada48', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:1}] to localhost:27017
2023-05-23 20:16:04.244 [cluster-ClusterId{value='646d02e301574660d58ada48', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:2}] to localhost:27017
2023-05-23 20:16:04.244 [cluster-ClusterId{value='646d02e301574660d58ada48', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=13, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=232123100}
2023-05-23 20:16:04.337 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2023-05-23 20:16:05.063 [restartedMain] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2023-05-23 20:16:05.083 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6fa7a606, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3cbfa6f2, org.springframework.security.web.context.SecurityContextPersistenceFilter@6b06bc94, org.springframework.security.web.header.HeaderWriterFilter@286d6fe3, org.springframework.web.filter.CorsFilter@58723d38, org.springframework.security.web.authentication.logout.LogoutFilter@499fec03, com.medicalsystem.Medical.service.security.AuthFilter@4f1062b0, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6dcebe58, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2487538, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@17a08f5b, org.springframework.security.web.session.SessionManagementFilter@3ab3a0e3, org.springframework.security.web.access.ExceptionTranslationFilter@2c9f20b, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@22b33c17]
2023-05-23 20:16:05.419 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-3000"]
2023-05-23 20:16:05.444 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 3000 (http) with context path ''
2023-05-23 20:16:05.461 [restartedMain] INFO  c.m.M.s.MedicalServiceApplication - Started MedicalServiceApplication in 5.897 seconds (JVM running for 7.155)
2023-05-23 20:16:06.026 [RMI TCP Connection(4)-172.24.80.1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-05-23 20:16:06.026 [RMI TCP Connection(4)-172.24.80.1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-05-23 20:16:06.029 [RMI TCP Connection(4)-172.24.80.1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 3 ms
2023-05-23 20:16:06.196 [RMI TCP Connection(5)-172.24.80.1] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:3}] to localhost:27017
2023-05-23 21:24:10.970 [main] INFO  org.testng.internal.Utils - [TestNG] Running:
  C:\Users\mohamed\AppData\Local\JetBrains\IntelliJIdea2021.2\temp-testng-customsuite.xml

2023-05-23 21:31:04.719 [main] INFO  org.testng.internal.Utils - [TestNG] Running:
  C:\Users\mohamed\AppData\Local\JetBrains\IntelliJIdea2021.2\temp-testng-customsuite.xml

2023-05-23 21:31:19.433 [main] INFO  org.testng.internal.Utils - [TestNG] Running:
  C:\Users\mohamed\AppData\Local\JetBrains\IntelliJIdea2021.2\temp-testng-customsuite.xml

2023-05-23 23:48:12.333 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.medicalsystem.Medical.service.MedicalServiceApplicationTests], using SpringBootContextLoader
2023-05-23 23:48:12.350 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.medicalsystem.Medical.service.MedicalServiceApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2023-05-23 23:48:12.352 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.medicalsystem.Medical.service.MedicalServiceApplicationTests]: MedicalServiceApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2023-05-23 23:48:12.576 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.medicalsystem.Medical.service.MedicalServiceApplication for test class com.medicalsystem.Medical.service.MedicalServiceApplicationTests
2023-05-23 23:48:12.839 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
2023-05-23 23:48:12.889 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@25a6944c, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@5e1fa5b1, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@6b00f608, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2f17e30d, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@3e821657, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1d131e1b, org.springframework.test.context.transaction.TransactionalTestExecutionListener@71cf1b07, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@615091b8, org.springframework.test.context.event.EventPublishingTestExecutionListener@4fce136b, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@4aa83f4f, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@43b6123e, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@260e86a1, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@19648c40, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@12bd8a64, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@61e94def, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@3300f4fd, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@ebb6851]
2023-05-23 23:48:13.884 [main] INFO  c.m.M.s.MedicalServiceApplicationTests - Starting MedicalServiceApplicationTests using Java 17.0.3 on mohamed with PID 11884 (started by mohamed in C:\Users\mohamed\Desktop\Medical-service)
2023-05-23 23:48:13.886 [main] INFO  c.m.M.s.MedicalServiceApplicationTests - No active profile set, falling back to 1 default profile: "default"
2023-05-23 23:48:15.949 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2023-05-23 23:48:16.125 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 167 ms. Found 11 MongoDB repository interfaces.
2023-05-23 23:48:17.504 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.6.0"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Amazon.com Inc./17.0.3+6-LTS"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=null, streamFactoryFactory=null, commandListeners=[io.micrometer.core.instrument.binder.mongodb.MongoMetricsCommandListener@7c46c9c3], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.Jep395RecordCodecProvider@7197b07f]}, clusterSettings={hosts=[localhost:27017], srvServiceName=mongodb, mode=SINGLE, requiredClusterType=UNKNOWN, requiredReplicaSetName='null', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='30000 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, sendBufferSize=0}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, sendBufferSize=0}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[io.micrometer.core.instrument.binder.mongodb.MongoMetricsConnectionPoolListener@1f10fec6], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=false, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, contextProvider=null}
2023-05-23 23:48:17.675 [cluster-rtt-ClusterId{value='646d34a1a95c0d478180d619', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:5}] to localhost:27017
2023-05-23 23:48:17.675 [cluster-ClusterId{value='646d34a1a95c0d478180d619', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:4}] to localhost:27017
2023-05-23 23:48:17.677 [cluster-ClusterId{value='646d34a1a95c0d478180d619', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=13, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=193599900}
2023-05-23 23:48:24.396 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2023-05-23 23:48:24.533 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5af40e45, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1a06602f, org.springframework.security.web.context.SecurityContextPersistenceFilter@36525ab, org.springframework.security.web.header.HeaderWriterFilter@7d088813, org.springframework.web.filter.CorsFilter@46591e98, org.springframework.security.web.authentication.logout.LogoutFilter@79308a2, com.medicalsystem.Medical.service.security.AuthFilter@5b6cc344, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2c7ad4f3, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4756e5cc, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2110684a, org.springframework.security.web.session.SessionManagementFilter@7ed8b44, org.springframework.security.web.access.ExceptionTranslationFilter@68b3248a, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7497a554]
2023-05-23 23:48:27.053 [main] INFO  c.m.M.s.MedicalServiceApplicationTests - Started MedicalServiceApplicationTests in 14.051 seconds (JVM running for 16.383)
2023-05-23 23:53:00.947 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.medicalsystem.Medical.service.MedicalServiceApplicationTests], using SpringBootContextLoader
2023-05-23 23:53:00.957 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.medicalsystem.Medical.service.MedicalServiceApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2023-05-23 23:53:00.959 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.medicalsystem.Medical.service.MedicalServiceApplicationTests]: MedicalServiceApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2023-05-23 23:53:01.160 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.medicalsystem.Medical.service.MedicalServiceApplication for test class com.medicalsystem.Medical.service.MedicalServiceApplicationTests
2023-05-23 23:53:01.327 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
2023-05-23 23:53:01.364 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@25a6944c, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@5e1fa5b1, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@6b00f608, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2f17e30d, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@3e821657, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1d131e1b, org.springframework.test.context.transaction.TransactionalTestExecutionListener@71cf1b07, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@615091b8, org.springframework.test.context.event.EventPublishingTestExecutionListener@4fce136b, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@4aa83f4f, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@43b6123e, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@260e86a1, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@19648c40, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@12bd8a64, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@61e94def, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@3300f4fd, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@ebb6851]
2023-05-23 23:53:02.003 [main] INFO  c.m.M.s.MedicalServiceApplicationTests - Starting MedicalServiceApplicationTests using Java 17.0.3 on mohamed with PID 432 (started by mohamed in C:\Users\mohamed\Desktop\Medical-service)
2023-05-23 23:53:02.007 [main] INFO  c.m.M.s.MedicalServiceApplicationTests - No active profile set, falling back to 1 default profile: "default"
2023-05-23 23:53:03.787 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2023-05-23 23:53:03.947 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 144 ms. Found 11 MongoDB repository interfaces.
2023-05-23 23:53:05.242 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.6.0"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Amazon.com Inc./17.0.3+6-LTS"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=null, streamFactoryFactory=null, commandListeners=[io.micrometer.core.instrument.binder.mongodb.MongoMetricsCommandListener@7a65a360], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.Jep395RecordCodecProvider@30a7653e]}, clusterSettings={hosts=[localhost:27017], srvServiceName=mongodb, mode=SINGLE, requiredClusterType=UNKNOWN, requiredReplicaSetName='null', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='30000 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, sendBufferSize=0}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, sendBufferSize=0}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[io.micrometer.core.instrument.binder.mongodb.MongoMetricsConnectionPoolListener@7cff3f1d], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=false, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, contextProvider=null}
2023-05-23 23:53:05.266 [cluster-rtt-ClusterId{value='646d35c104c2273f2bc0f278', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:6}] to localhost:27017
2023-05-23 23:53:05.799 [cluster-ClusterId{value='646d35c104c2273f2bc0f278', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:7}] to localhost:27017
2023-05-23 23:53:05.800 [cluster-ClusterId{value='646d35c104c2273f2bc0f278', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=13, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=583617900}
2023-05-23 23:53:11.345 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2023-05-23 23:53:11.483 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@61d011e, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3b56947a, org.springframework.security.web.context.SecurityContextPersistenceFilter@698f4aa, org.springframework.security.web.header.HeaderWriterFilter@2b35c7aa, org.springframework.web.filter.CorsFilter@1926f962, org.springframework.security.web.authentication.logout.LogoutFilter@2e929182, com.medicalsystem.Medical.service.security.AuthFilter@62794582, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6aa6c17, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@182cc69e, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@c82ad22, org.springframework.security.web.session.SessionManagementFilter@6249a08d, org.springframework.security.web.access.ExceptionTranslationFilter@48fc0211, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@44e08a7a]
2023-05-23 23:53:12.765 [main] INFO  c.m.M.s.MedicalServiceApplicationTests - Started MedicalServiceApplicationTests in 11.332 seconds (JVM running for 13.632)
