2023-05-24 01:49:38.930 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.medicalsystem.Medical.service.MedicalServiceApplicationTests], using SpringBootContextLoader
2023-05-24 02:34:22.662 [cluster-ClusterId{value='646d5b8ee225a340e4ece03f', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=13, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=51249100}
2023-05-24 02:34:23.475 [main] INFO  c.m.M.s.dao.IUserRepositoryTest - Started IUserRepositoryTest in 3.559 seconds (JVM running for 5.463)
2023-05-24 02:34:24.353 [main] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:26}] to localhost:27017
2023-05-24 02:34:36.838 [main] INFO  o.s.b.t.a.d.m.DataMongoTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.medicalsystem.Medical.service.dao.IUserRepositoryTest], using SpringBootContextLoader
2023-05-24 02:34:36.848 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.medicalsystem.Medical.service.dao.IUserRepositoryTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2023-05-24 02:34:36.849 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.medicalsystem.Medical.service.dao.IUserRepositoryTest]: IUserRepositoryTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2023-05-24 02:34:37.058 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.medicalsystem.Medical.service.MedicalServiceApplication for test class com.medicalsystem.Medical.service.dao.IUserRepositoryTest
2023-05-24 02:34:37.065 [main] INFO  o.s.b.t.a.d.m.DataMongoTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
2023-05-24 02:34:37.099 [main] INFO  o.s.b.t.a.d.m.DataMongoTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@19e4fcac, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@52c3cb31, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@4b79ac84, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@53941c2f, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@6dab9b6d, org.springframework.test.context.support.DirtiesContextTestExecutionListener@21fd5faa, org.springframework.test.context.transaction.TransactionalTestExecutionListener@2766ca9d, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@5460cf3a, org.springframework.test.context.event.EventPublishingTestExecutionListener@65a15628, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@2e6a5539, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@3fc9504b, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@6d025197, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@27d4a09, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@7e4204e2, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@b7c4869, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@740d2e78, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@1c481ff2]
2023-05-24 02:34:37.750 [main] INFO  c.m.M.s.dao.IUserRepositoryTest - Starting IUserRepositoryTest using Java 17.0.3 on mohamed with PID 14032 (started by mohamed in C:\Users\mohamed\Desktop\Medical-service)
2023-05-24 02:34:37.751 [main] INFO  c.m.M.s.dao.IUserRepositoryTest - No active profile set, falling back to 1 default profile: "default"
2023-05-24 02:34:38.641 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2023-05-24 02:34:38.879 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 226 ms. Found 11 MongoDB repository interfaces.
2023-05-24 02:34:39.707 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.6.0"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Amazon.com Inc./17.0.3+6-LTS"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=null, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.Jep395RecordCodecProvider@4da6d664]}, clusterSettings={hosts=[localhost:27017], srvServiceName=mongodb, mode=SINGLE, requiredClusterType=UNKNOWN, requiredReplicaSetName='null', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='30000 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, sendBufferSize=0}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, sendBufferSize=0}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=false, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, contextProvider=null}
2023-05-24 02:34:39.790 [cluster-rtt-ClusterId{value='646d5b9f61689a08e12ea97c', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:27}] to localhost:27017
2023-05-24 02:34:39.792 [cluster-ClusterId{value='646d5b9f61689a08e12ea97c', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:28}] to localhost:27017
2023-05-24 02:34:39.792 [cluster-ClusterId{value='646d5b9f61689a08e12ea97c', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=13, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=85301900}
2023-05-24 02:34:40.883 [main] INFO  c.m.M.s.dao.IUserRepositoryTest - Started IUserRepositoryTest in 3.699 seconds (JVM running for 5.336)
2023-05-24 02:34:41.681 [main] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:29}] to localhost:27017
2023-05-24 02:35:12.796 [main] INFO  o.s.b.t.a.d.m.DataMongoTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.medicalsystem.Medical.service.dao.IUserRepositoryTest], using SpringBootContextLoader
2023-05-24 02:35:12.806 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.medicalsystem.Medical.service.dao.IUserRepositoryTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2023-05-24 02:35:12.808 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.medicalsystem.Medical.service.dao.IUserRepositoryTest]: IUserRepositoryTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2023-05-24 02:35:13.099 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.medicalsystem.Medical.service.MedicalServiceApplication for test class com.medicalsystem.Medical.service.dao.IUserRepositoryTest
2023-05-24 02:35:13.104 [main] INFO  o.s.b.t.a.d.m.DataMongoTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
2023-05-24 02:35:13.139 [main] INFO  o.s.b.t.a.d.m.DataMongoTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@4426bff1, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@3c7c886c, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@55493582, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@1a20270e, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@6b88ca8c, org.springframework.test.context.support.DirtiesContextTestExecutionListener@336f1079, org.springframework.test.context.transaction.TransactionalTestExecutionListener@2f16c6b3, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@34158c08, org.springframework.test.context.event.EventPublishingTestExecutionListener@19e4fcac, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@52c3cb31, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@4b79ac84, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@53941c2f, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@6dab9b6d, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@21fd5faa, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@2766ca9d, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@5460cf3a, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@65a15628]
2023-05-24 02:35:14.097 [main] INFO  c.m.M.s.dao.IUserRepositoryTest - Starting IUserRepositoryTest using Java 17.0.3 on mohamed with PID 14172 (started by mohamed in C:\Users\mohamed\Desktop\Medical-service)
2023-05-24 02:35:14.099 [main] INFO  c.m.M.s.dao.IUserRepositoryTest - No active profile set, falling back to 1 default profile: "default"
2023-05-24 02:35:15.146 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2023-05-24 02:35:15.469 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 282 ms. Found 11 MongoDB repository interfaces.
2023-05-24 02:35:16.248 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.6.0"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Amazon.com Inc./17.0.3+6-LTS"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=null, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.Jep395RecordCodecProvider@a451491]}, clusterSettings={hosts=[localhost:27017], srvServiceName=mongodb, mode=SINGLE, requiredClusterType=UNKNOWN, requiredReplicaSetName='null', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='30000 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, sendBufferSize=0}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, sendBufferSize=0}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=false, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, contextProvider=null}
2023-05-24 02:35:16.270 [cluster-rtt-ClusterId{value='646d5bc4fa9f41125fa59cce', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:31}] to localhost:27017
2023-05-24 02:35:16.270 [cluster-ClusterId{value='646d5bc4fa9f41125fa59cce', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:30}] to localhost:27017
2023-05-24 02:35:16.270 [cluster-ClusterId{value='646d5bc4fa9f41125fa59cce', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=13, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=71995800}
2023-05-24 02:35:16.855 [main] INFO  o.s.b.t.a.d.m.DataMongoTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.medicalsystem.Medical.service.dao.IUserRepositoryTest], using SpringBootContextLoader
2023-05-24 02:35:16.872 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.medicalsystem.Medical.service.dao.IUserRepositoryTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2023-05-24 02:35:16.873 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.medicalsystem.Medical.service.dao.IUserRepositoryTest]: IUserRepositoryTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2023-05-24 02:35:17.219 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.medicalsystem.Medical.service.MedicalServiceApplication for test class com.medicalsystem.Medical.service.dao.IUserRepositoryTest
2023-05-24 02:35:17.227 [main] INFO  o.s.b.t.a.d.m.DataMongoTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
2023-05-24 02:35:17.290 [main] INFO  o.s.b.t.a.d.m.DataMongoTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@3c7c886c, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@55493582, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@1a20270e, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@6b88ca8c, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@336f1079, org.springframework.test.context.support.DirtiesContextTestExecutionListener@2f16c6b3, org.springframework.test.context.transaction.TransactionalTestExecutionListener@34158c08, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@19e4fcac, org.springframework.test.context.event.EventPublishingTestExecutionListener@52c3cb31, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@4b79ac84, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@53941c2f, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@6dab9b6d, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@21fd5faa, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@2766ca9d, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@5460cf3a, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@65a15628, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@2e6a5539]
2023-05-24 02:35:17.674 [main] INFO  c.m.M.s.dao.IUserRepositoryTest - Started IUserRepositoryTest in 4.439 seconds (JVM running for 6.45)
2023-05-24 02:35:18.614 [main] INFO  c.m.M.s.dao.IUserRepositoryTest - Starting IUserRepositoryTest using Java 17.0.3 on mohamed with PID 10156 (started by mohamed in C:\Users\mohamed\Desktop\Medical-service)
2023-05-24 02:35:18.616 [main] INFO  c.m.M.s.dao.IUserRepositoryTest - No active profile set, falling back to 1 default profile: "default"
2023-05-24 02:35:19.386 [main] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:32}] to localhost:27017
2023-05-24 02:35:19.578 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2023-05-24 02:35:19.807 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 220 ms. Found 11 MongoDB repository interfaces.
2023-05-24 02:35:20.463 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.6.0"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Amazon.com Inc./17.0.3+6-LTS"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=null, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.Jep395RecordCodecProvider@1422ac7f]}, clusterSettings={hosts=[localhost:27017], srvServiceName=mongodb, mode=SINGLE, requiredClusterType=UNKNOWN, requiredReplicaSetName='null', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='30000 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, sendBufferSize=0}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, sendBufferSize=0}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=false, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, contextProvider=null}
2023-05-24 02:35:20.477 [cluster-ClusterId{value='646d5bc89d546d7fdda923cd', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:33}] to localhost:27017
2023-05-24 02:35:20.477 [cluster-rtt-ClusterId{value='646d5bc89d546d7fdda923cd', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:34}] to localhost:27017
2023-05-24 02:35:20.477 [cluster-ClusterId{value='646d5bc89d546d7fdda923cd', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=13, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=55223800}
2023-05-24 02:35:21.937 [main] INFO  c.m.M.s.dao.IUserRepositoryTest - Started IUserRepositoryTest in 4.518 seconds (JVM running for 7.147)
2023-05-24 02:35:23.338 [main] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:35}] to localhost:27017
2023-05-24 02:35:39.843 [main] INFO  o.s.b.t.a.d.m.DataMongoTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.medicalsystem.Medical.service.dao.IUserRepositoryTest], using SpringBootContextLoader
2023-05-24 02:35:39.854 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.medicalsystem.Medical.service.dao.IUserRepositoryTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2023-05-24 02:35:39.855 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.medicalsystem.Medical.service.dao.IUserRepositoryTest]: IUserRepositoryTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2023-05-24 02:35:40.146 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.medicalsystem.Medical.service.MedicalServiceApplication for test class com.medicalsystem.Medical.service.dao.IUserRepositoryTest
2023-05-24 02:35:40.156 [main] INFO  o.s.b.t.a.d.m.DataMongoTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
2023-05-24 02:35:40.202 [main] INFO  o.s.b.t.a.d.m.DataMongoTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@3c7c886c, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@55493582, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@1a20270e, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@6b88ca8c, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@336f1079, org.springframework.test.context.support.DirtiesContextTestExecutionListener@2f16c6b3, org.springframework.test.context.transaction.TransactionalTestExecutionListener@34158c08, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@19e4fcac, org.springframework.test.context.event.EventPublishingTestExecutionListener@52c3cb31, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@4b79ac84, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@53941c2f, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@6dab9b6d, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@21fd5faa, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@2766ca9d, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@5460cf3a, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@65a15628, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@2e6a5539]
2023-05-24 02:35:40.953 [main] INFO  c.m.M.s.dao.IUserRepositoryTest - Starting IUserRepositoryTest using Java 17.0.3 on mohamed with PID 4288 (started by mohamed in C:\Users\mohamed\Desktop\Medical-service)
2023-05-24 02:35:40.954 [main] INFO  c.m.M.s.dao.IUserRepositoryTest - No active profile set, falling back to 1 default profile: "default"
